"Name","Beer_ID","ABV","IBU","Brewery_id","Style","Ounces","Brewery Name","City","State"
"Solitude",385,6,23.875,11,"Belgian Pale Ale",16,"Brewery Vivant","Grand Rapids"," MI"
"Triomphe",384,6.5,57,11,"Belgian IPA",16,"Brewery Vivant","Grand Rapids"," MI"
"Tampa Pale Ale",1096,5.5,44.9411764705882,468,"American Pale Ale (APA)",12,"Brindle Dog Brewing Company","Tampa Bay"," FL"
"Orange Grove Wheat Ale",1095,4.8,20.6885245901639,468,"American Pale Wheat Ale",12,"Brindle Dog Brewing Company","Tampa Bay"," FL"
"Broad Brook Ale",2456,6.1,36.2987012987013,90,"American Amber / Red Ale",16,"Broad Brook Brewing LLC","East Windsor"," CT"
"Northern Lights Amber Ale",921,5,15,494,"American Amber / Red Ale",12,"Broken Tooth Brewing Company","Anchorage"," AK"
"Polar Pale Ale",920,5.2,17,494,"American Pale Ale (APA)",12,"Broken Tooth Brewing Company","Anchorage"," AK"
"Chugach Session Ale",919,4.8,20.3333333333333,494,"Cream Ale",12,"Broken Tooth Brewing Company","Anchorage"," AK"
"Fairweather IPA",648,6.1,64,494,"American IPA",12,"Broken Tooth Brewing Company","Anchorage"," AK"
"East India Pale Ale",1279,6.8,47,438,"English India Pale Ale (IPA)",16,"Brooklyn Brewery","Brooklyn"," NY"
"Brooklyn Summer Ale",756,4.5,16,438,"English Pale Mild Ale",12,"Brooklyn Brewery","Brooklyn"," NY"
"East India Pale Ale",566,6.8,47,438,"English India Pale Ale (IPA)",12,"Brooklyn Brewery","Brooklyn"," NY"
"Brooklyn Summer Ale (2011)",328,4.5,16,438,"English Pale Mild Ale",12,"Brooklyn Brewery","Brooklyn"," NY"
"Brooklyn Lager (16 oz.)",66,5.2,23.25,438,"American Amber / Red Lager",16,"Brooklyn Brewery","Brooklyn"," NY"
"Brooklyn Lager (12 oz.)",65,5.2,23.25,438,"American Amber / Red Lager",12,"Brooklyn Brewery","Brooklyn"," NY"
"Tour de Nez Belgian IPA (Current)",538,8,57,531,"Belgian IPA",16,"Buckbean Brewing Company","Reno"," NV"
"Roler Bock (Current)",504,5.9,27.5,531,"Maibock / Helles Bock",16,"Buckbean Brewing Company","Reno"," NV"
"Black Adder IBA (Current)",383,7.3,85,531,"American Black Ale",16,"Buckbean Brewing Company","Reno"," NV"
"Very Noddy Lager (Current)",29,9.9,31,531,"Schwarzbier",16,"Buckbean Brewing Company","Reno"," NV"
"Tule Duck Red Ale (Current)",28,6.2,42,531,"American Amber / Red Ale",16,"Buckbean Brewing Company","Reno"," NV"
"Original Orange Blossom Ale (Current)",27,5.8,35,531,"Herbed / Spiced Beer",16,"Buckbean Brewing Company","Reno"," NV"
"Black Noddy Lager (Current)",26,5.2,40,531,"Schwarzbier",16,"Buckbean Brewing Company","Reno"," NV"
"Cleveland Beer Week 2013",1627,5.3,17.9166666666667,358,"Munich Helles Lager",16,"Buckeye Brewing","Cleveland"," OH"
"Painted Turtle",2552,4.5,44.9411764705882,57,"American Pale Ale (APA)",12,"BuckleDown Brewing","Lyons"," IL"
"1836",2125,6,40,215,"American Blonde Ale",12,"Buffalo Bayou Brewing Company","Houston"," TX"
"Summer's Wit",2124,6,20,215,"Witbier",12,"Buffalo Bayou Brewing Company","Houston"," TX"
"More Cowbell",2123,9,118,215,"American Double / Imperial IPA",16,"Buffalo Bayou Brewing Company","Houston"," TX"
"Wrath of Pele",2608,6.5,29.8947368421053,25,"American Brown Ale",16,"Burn 'Em Brewing","Michigan City"," IN"
"Black Beer'd",2607,6.8,68.9,25,"American Black Ale",16,"Burn 'Em Brewing","Michigan City"," IN"
"Mr. Tea",2606,7.8,14.2,25,"Fruit / Vegetable Beer",24,"Burn 'Em Brewing","Michigan City"," IN"
"Pale Alement",2478,5.5,40,25,"American Pale Ale (APA)",12,"Burn 'Em Brewing","Michigan City"," IN"
"Hopkick Dropkick",2471,9.9,115,25,"American Double / Imperial IPA",12,"Burn 'Em Brewing","Michigan City"," IN"
"Kreamed Corn",2470,6,20.3333333333333,25,"Cream Ale",12,"Burn 'Em Brewing","Michigan City"," IN"
"Coconoats",2464,6.5,20.6885245901639,25,"American Pale Wheat Ale",16,"Burn 'Em Brewing","Michigan City"," IN"
"Joey Wheat",2160,6.8,16,25,"American Pale Wheat Ale",16,"Burn 'Em Brewing","Michigan City"," IN"
"3:33 Black IPA",2158,7.2,86,25,"American IPA",16,"Burn 'Em Brewing","Michigan City"," IN"
"MCA",2072,6.8,67.6345514950166,25,"American IPA",16,"Burn 'Em Brewing","Michigan City"," IN"
"Pale Alement",2054,5.5,40,25,"American Pale Ale (APA)",16,"Burn 'Em Brewing","Michigan City"," IN"
"Couch Select Lager",2196,5,14,198,"American Pale Lager",12,"Burnside Brewing Co.","Portland"," OR"
"Mucho Aloha Hawaiian Pale Ale",668,5.6,36,518,"American Pale Ale (APA)",12,"Butcher's Brewing","Carlsbad"," CA"
"Heinnieweisse Weissebier",52,4.9,17.5925925925926,557,"Hefeweizen",12,"Butternuts Beer and Ale","Garrattsville"," NY"
"Snapperhead IPA",51,6.8,67.6345514950166,557,"American IPA",12,"Butternuts Beer and Ale","Garrattsville"," NY"
"Moo Thunder Stout",50,4.9,25.1666666666667,557,"Milk / Sweet Stout",12,"Butternuts Beer and Ale","Garrattsville"," NY"
"Porkslap Pale Ale",49,4.3,44.9411764705882,557,"American Pale Ale (APA)",12,"Butternuts Beer and Ale","Garrattsville"," NY"
"Blackbeard",2657,9.3,62,6,"American Double / Imperial Stout",12,"COAST Brewing Company","Charleston"," SC"
"Rye Knot",2656,6.2,29.8947368421053,6,"American Brown Ale",12,"COAST Brewing Company","Charleston"," SC"
"Dead Arm",2655,6,44.9411764705882,6,"American Pale Ale (APA)",12,"COAST Brewing Company","Charleston"," SC"
"32°/50° Kölsch ",2654,4.8,21.7777777777778,6,"Kölsch",16,"COAST Brewing Company","Charleston"," SC"
"HopArt",2653,7.7,67.6345514950166,6,"American IPA",16,"COAST Brewing Company","Charleston"," SC"
"Boy King",2652,9.7,93.32,6,"American Double / Imperial IPA",16,"COAST Brewing Company","Charleston"," SC"
"Gran Sport",2252,5.2,31.9230769230769,183,"American Porter",16,"COOP Ale Works","Oklahoma City"," OK"
"Horny Toad Cerveza",2214,5.3,25,183,"American Blonde Ale",16,"COOP Ale Works","Oklahoma City"," OK"
"Native Amber",2213,6.3,35,183,"American Amber / Red Ale",16,"COOP Ale Works","Oklahoma City"," OK"
"F5 IPA",1442,6.8,100,183,"American IPA",16,"COOP Ale Works","Oklahoma City"," OK"
"Native Amber (2013)",170,6.3,35,183,"American Amber / Red Ale",16,"COOP Ale Works","Oklahoma City"," OK"
"Horny Toad Cerveza (2013)",169,5.3,25,183,"American Blonde Ale",16,"COOP Ale Works","Oklahoma City"," OK"
"Hopportunity Knocks IPA",2315,6.8,100,156,"American IPA",12,"Caldera Brewing Company","Ashland"," OR"
"Pilot Rock Porter",1808,6,31.9230769230769,156,"American Porter",12,"Caldera Brewing Company","Ashland"," OR"
"Caldera Pale Ale",1419,5.6,55,156,"American Pale Ale (APA)",12,"Caldera Brewing Company","Ashland"," OR"
"Lawnmower Lager",878,3.9,16,156,"American Adjunct Lager",12,"Caldera Brewing Company","Ashland"," OR"
"Ashland Amber Ale (2009)",794,5.4,24,156,"American Amber / Red Ale",12,"Caldera Brewing Company","Ashland"," OR"
"Caldera IPA (2009)",793,6.1,94,156,"American IPA",12,"Caldera Brewing Company","Ashland"," OR"
"Caldera IPA (2007)",792,6.1,94,156,"American IPA",12,"Caldera Brewing Company","Ashland"," OR"
"Caldera Pale Ale (2010)",791,5.6,55,156,"American Pale Ale (APA)",12,"Caldera Brewing Company","Ashland"," OR"
"Caldera Pale Ale (2009)",790,5.6,55,156,"American Pale Ale (APA)",12,"Caldera Brewing Company","Ashland"," OR"
"Caldera Pale Ale (2005)",789,5.6,55,156,"American Pale Ale (APA)",12,"Caldera Brewing Company","Ashland"," OR"
"Caldera Pale Ale (2007)",788,5.6,55,156,"American Pale Ale (APA)",12,"Caldera Brewing Company","Ashland"," OR"
"Caldera Pale Ale (2011)",38,5.6,55,156,"American Pale Ale (APA)",12,"Caldera Brewing Company","Ashland"," OR"
"Ashland Amber Ale",37,5.4,24,156,"American Amber / Red Ale",12,"Caldera Brewing Company","Ashland"," OR"
"Caldera IPA",36,6.1,94,156,"American IPA",12,"Caldera Brewing Company","Ashland"," OR"
"Remain in Light",2257,5,23.2857142857143,179,"American Pilsner",12,"Cambridge Brewing Company","Cambridge"," MA"
"Flower Child (2014)",2256,6.5,67.6345514950166,179,"American IPA",12,"Cambridge Brewing Company","Cambridge"," MA"
"THP White (2006)",870,5.4,16.2083333333333,498,"Witbier",12,"Cans Bar and Canteen","Charlotte"," NC"
"THP Amber (2006)",869,5.7,36.2987012987013,498,"American Amber / Red Ale",12,"Cans Bar and Canteen","Charlotte"," NC"
"THP Light (2006)",868,5,20.983606557377,498,"American Blonde Ale",12,"Cans Bar and Canteen","Charlotte"," NC"
"THP Dark (2006)",867,4.2,22,498,"English Dark Mild Ale",12,"Cans Bar and Canteen","Charlotte"," NC"
"Imperial Pumpkin Stout",2068,9.9,43,231,"Pumpkin Ale",16,"Cape Ann Brewing Company","Gloucester"," MA"
"Dead-Eye DIPA",2067,9,130,231,"American Double / Imperial IPA",16,"Cape Ann Brewing Company","Gloucester"," MA"
"Fisherman's IPA",2066,5.5,64,231,"American IPA",12,"Cape Ann Brewing Company","Gloucester"," MA"
"Fisherman's Pils",2065,5.4,35,231,"German Pilsener",12,"Cape Ann Brewing Company","Gloucester"," MA"
"Fisherman's Brew",2064,5.5,30,231,"American Amber / Red Ale",12,"Cape Ann Brewing Company","Gloucester"," MA"
"Cape Cod Red",1928,5.5,35,268,"American Amber / Red Ale",16,"Cape Cod Beer","Hyannis"," MA"
"Beach Blonde",1927,4.9,10,268,"American Blonde Ale",16,"Cape Cod Beer","Hyannis"," MA"
"Dark Voyage Black IPA (2013)",2227,6.5,80,193,"American Black Ale",12,"Capital Brewery","Middleton"," WI"
"Wisconsin Amber",2226,5.2,28,193,"Vienna Lager",12,"Capital Brewery","Middleton"," WI"
"Lake House",2225,4.6,18,193,"Munich Helles Lager",12,"Capital Brewery","Middleton"," WI"
"Ghost Ship White IPA",1954,5.6,55,193,"American IPA",12,"Capital Brewery","Middleton"," WI"
"Lake House",1910,4.6,18,193,"Munich Helles Lager",16,"Capital Brewery","Middleton"," WI"
"Mutiny IPA",1177,6.2,70,193,"American IPA",12,"Capital Brewery","Middleton"," WI"
"Wisconsin Amber (1998)",840,5.2,24.3571428571429,193,"Vienna Lager",12,"Capital Brewery","Middleton"," WI"
"Island Wheat",180,4.2,20.6885245901639,193,"American Pale Wheat Ale",12,"Capital Brewery","Middleton"," WI"
"Wisconsin Amber (2013)",63,5.2,24.3571428571429,193,"Vienna Lager",12,"Capital Brewery","Middleton"," WI"
"U.S. Pale Ale",62,5,44.9411764705882,193,"American Pale Ale (APA)",12,"Capital Brewery","Middleton"," WI"
"Supper Club Lager",61,5.1,26.75,193,"American Pale Lager",12,"Capital Brewery","Middleton"," WI"
"Carolina Lighthouse (2007)",784,4,20.983606557377,505,"American Blonde Ale",12,"Carolina Beer & Beverage","Mooresville"," NC"
"Carolina Blonde (2006)",783,5,20.983606557377,505,"American Blonde Ale",12,"Carolina Beer & Beverage","Mooresville"," NC"
"Carolina Blonde Light (2005)",782,3.5,20.983606557377,505,"American Blonde Ale",12,"Carolina Beer & Beverage","Mooresville"," NC"
"Santa's Secret",2255,5.9,22,180,"Winter Warmer",16,"Carolina Brewery","Pittsboro"," NC"
"Flagship IPA",530,5.7,54.7142857142857,180,"English India Pale Ale (IPA)",12,"Carolina Brewery","Pittsboro"," NC"
"Sky Blue Golden Ale",427,5.1,21.7777777777778,180,"Kölsch",12,"Carolina Brewery","Pittsboro"," NC"
"Epitome",2094,9.9,100,223,"American Black Ale",16,"Carton Brewing Company","Atlantic Highlands"," NJ"
"Monkey Chased the Weasel",1941,3.9,9,223,"Berliner Weissbier",16,"Carton Brewing Company","Atlantic Highlands"," NJ"
"077XX",1940,7.8,80,223,"American Double / Imperial IPA",16,"Carton Brewing Company","Atlantic Highlands"," NJ"
"Boat Beer",1439,4.2,35,223,"American IPA",12,"Carton Brewing Company","Atlantic Highlands"," NJ"
"Granny Smith Hard Apple Cider",1465,6.9,0,405,"Cider",16,"Cascadia Ciderworks United","Portland"," OR"
"Dry Hard Apple Cider",1464,6.9,0,405,"Cider",16,"Cascadia Ciderworks United","Portland"," OR"
"Farmer Ted's Cream Ale",1744,5.6,20.3333333333333,332,"Cream Ale",12,"Catawba Brewing Company","Morganton"," NC"
"Firewater India Pale Ale",1743,5.2,67.6345514950166,332,"American IPA",12,"Catawba Brewing Company","Morganton"," NC"
"White Zombie Ale",1742,4.7,16.2083333333333,332,"Witbier",12,"Catawba Brewing Company","Morganton"," NC"
"King Winterbolt Winter Ale",1719,7,24.625,332,"Winter Warmer",12,"Catawba Brewing Company","Morganton"," NC"
"White Zombie Ale",638,4.7,16.2083333333333,332,"Witbier",12,"Catawba Brewing Company","Morganton"," NC"
"Firewater India Pale Ale",507,5.2,67.6345514950166,332,"American IPA",12,"Catawba Brewing Company","Morganton"," NC"
"Farmer Ted's Farmhouse Cream Ale",480,5.6,20.3333333333333,332,"Cream Ale",12,"Catawba Brewing Company","Morganton"," NC"
"Whitecap Wit",1882,4.8,16,286,"Witbier",16,"Catawba Island Brewing","Port Clinton"," OH"
"Seiche Scottish Ale",1881,7.8,16,286,"Scottish Ale",16,"Catawba Island Brewing","Port Clinton"," OH"
"Peanut Butter Jelly Time",2446,5.8,29.8947368421053,97,"American Brown Ale",12,"Catawba Valley Brewing Company","Morganton"," NC"
"King Coconut",2106,5.4,31.9230769230769,97,"American Porter",12,"Catawba Valley Brewing Company","Morganton"," NC"
"Gone A-Rye",2600,8.5,90,30,"American Double / Imperial IPA",16,"Cedar Creek Brewery","Seven Points"," TX"
"Dankosaurus",2052,6.8,70,30,"American IPA",16,"Cedar Creek Brewery","Seven Points"," TX"
"Scruffy's Smoked Alt",1584,5.1,35,30,"Smoked Beer",16,"Cedar Creek Brewery","Seven Points"," TX"
"Elliott's Phoned Home Pale Ale",1182,5.1,36,30,"American Pale Ale (APA)",16,"Cedar Creek Brewery","Seven Points"," TX"
"The Lawn Ranger",1050,5,18,30,"Cream Ale",16,"Cedar Creek Brewery","Seven Points"," TX"
"All American Blonde Ale",1219,5,20.983606557377,453,"American Blonde Ale",12,"Centennial Beer Company","Edwards"," CO"
"All American Red Ale",1218,5,36.2987012987013,453,"American Amber / Red Ale",12,"Centennial Beer Company","Edwards"," CO"
"Main St. Virginia Ale",2377,5,40,123,"Altbier",12,"Center of the Universe Brewing C...","Ashland"," VA"
"Chin Music Amber Lager",1839,4.5,24,123,"American Amber / Red Lager",12,"Center of the Universe Brewing C...","Ashland"," VA"
"Main St. Virginia Ale",1248,5,40,123,"Altbier",12,"Center of the Universe Brewing C...","Ashland"," VA"
"Ray Ray’s Pale Ale",1247,5.2,42,123,"American Pale Ale (APA)",12,"Center of the Universe Brewing C...","Ashland"," VA"
"Chai Ale",1649,5.1,15,351,"Herbed / Spiced Beer",16,"Central Coast Brewing Company","San Luis Obispo"," CA"
"Lucky Day IPA",1648,7.2,85,351,"American IPA",16,"Central Coast Brewing Company","San Luis Obispo"," CA"
"Terrace Hill Double IPA",1647,9.5,99,351,"American Double / Imperial IPA",16,"Central Coast Brewing Company","San Luis Obispo"," CA"
"Catch 23",1646,7.5,77,351,"American Black Ale",16,"Central Coast Brewing Company","San Luis Obispo"," CA"
"Stickin' In My Rye",2057,7,52,237,"Rye Beer",24,"Champion Brewing Company","Charlottesville"," VA"
"Black Me Stout",2056,6,45,237,"American Stout",12,"Champion Brewing Company","Charlottesville"," VA"
"Killer Kolsch",2055,5,22,237,"Kölsch",12,"Champion Brewing Company","Charlottesville"," VA"
"Missile IPA",1933,7,65,237,"American IPA",12,"Champion Brewing Company","Charlottesville"," VA"
"Enlighten",2019,4.5,21.7777777777778,251,"Kölsch",16,"Chapman's Brewing","Angola"," IN"
"Ale Cider",2018,6.5,8,251,"Fruit / Vegetable Beer",16,"Chapman's Brewing","Angola"," IN"
"Pail Ale",2017,5.5,30,251,"American Pale Ale (APA)",16,"Chapman's Brewing","Angola"," IN"
"Englishman",2016,4.5,23.2,251,"English Brown Ale",16,"Chapman's Brewing","Angola"," IN"
"8 Barrel",2080,8,69,227,"American Strong Ale",16,"Chatham Brewing","Chatham"," NY"
"Oktoberfest",2079,5.5,40,227,"Märzen / Oktoberfest",16,"Chatham Brewing","Chatham"," NY"
"IPA #11",2380,5.7,58,122,"American IPA",16,"Cheboygan Brewing Company","Cheboygan"," MI"
"Blood Orange Honey",2379,5.7,10,122,"Fruit / Vegetable Beer",16,"Cheboygan Brewing Company","Cheboygan"," MI"
"Lighthouse Amber",2354,5.2,34.125,122,"Altbier",16,"Cheboygan Brewing Company","Cheboygan"," MI"
"Bay of Bengal Double IPA (2014)",2440,8.9,126,100,"American Double / Imperial IPA",12,"Christian Moerlein Brewing Company","Cincinnati"," OH"
"Churchkey Pilsner Style Beer",567,4.9,29,527,"American Pilsner",12,"Churchkey Can Company","Seattle"," WA"
"First Press",1342,5,0,426,"Cider",12,"Ciderboys","Stevens Point"," WI"
"Magic Apple",1341,5,0,426,"Cider",12,"Ciderboys","Stevens Point"," WI"
"Cubano Espresso",2349,5.5,25,142,"Bock",12,"Cigar City Brewing Company","Tampa"," FL"
"Operation Homefront",2014,6.2,65,142,"American IPA",12,"Cigar City Brewing Company","Tampa"," FL"
"Wandering Pelican",2013,8.2,65,142,"American Black Ale",12,"Cigar City Brewing Company","Tampa"," FL"
"Sugar Plum",2012,5.5,29.8947368421053,142,"American Brown Ale",12,"Cigar City Brewing Company","Tampa"," FL"
"Oktoberfest",2011,5.5,22.9047619047619,142,"Märzen / Oktoberfest",12,"Cigar City Brewing Company","Tampa"," FL"
"Puppy's Breath Porter",2010,6,31.9230769230769,142,"American Porter",12,"Cigar City Brewing Company","Tampa"," FL"
"Happening Now",2009,4.5,67.6345514950166,142,"American IPA",12,"Cigar City Brewing Company","Tampa"," FL"
"Hopped on the High Seas (Hop #529)",1726,7,60,142,"American IPA",12,"Cigar City Brewing Company","Tampa"," FL"
"Hopped on the High Seas (Calypso)",1725,7,60,142,"American IPA",12,"Cigar City Brewing Company","Tampa"," FL"
"Wiregrass Post-Prohibition Ale",1695,6.3,44.9411764705882,142,"American Pale Ale (APA)",12,"Cigar City Brewing Company","Tampa"," FL"
"Dry-Hopped On The High Seas Caribbean-Style IPA",1694,7,60,142,"American IPA",12,"Cigar City Brewing Company","Tampa"," FL"
"Hopped on the High Seas (Citra)",1693,7,60,142,"American IPA",12,"Cigar City Brewing Company","Tampa"," FL"
"Hopped on the High Seas (Ahtanum)",1692,7,60,142,"American IPA",12,"Cigar City Brewing Company","Tampa"," FL"
"Gwar Beer",1369,5.5,44.9411764705882,142,"American Pale Ale (APA)",12,"Cigar City Brewing Company","Tampa"," FL"
"Tropical Heatwave",1243,5.2,20.6885245901639,142,"American Pale Wheat Ale",16,"Cigar City Brewing Company","Tampa"," FL"
"Humidor Series India Pale Ale",1142,7.5,70,142,"American IPA",12,"Cigar City Brewing Company","Tampa"," FL"
"Jai Alai IPA Aged on White Oak",1141,7.5,70,142,"American IPA",12,"Cigar City Brewing Company","Tampa"," FL"
"José Martí American Porter",1140,8,65,142,"American Porter",12,"Cigar City Brewing Company","Tampa"," FL"
"Invasion Pale Ale",1139,5,44.9411764705882,142,"American Pale Ale (APA)",12,"Cigar City Brewing Company","Tampa"," FL"
"Maduro Brown Ale",1138,5.5,25,142,"English Brown Ale",12,"Cigar City Brewing Company","Tampa"," FL"
"Maduro Brown Ale",571,5.5,25,142,"American Brown Ale",12,"Cigar City Brewing Company","Tampa"," FL"
"Hotter Than Helles Lager",570,5,17.9166666666667,142,"Munich Helles Lager",12,"Cigar City Brewing Company","Tampa"," FL"
"Tocobaga Red Ale",569,7.2,75,142,"American Amber / Red Ale",12,"Cigar City Brewing Company","Tampa"," FL"
"Jai Alai IPA",546,7.5,70,142,"American IPA",12,"Cigar City Brewing Company","Tampa"," FL"
"Florida Cracker Belgian Wit",545,5,18,142,"Witbier",12,"Cigar City Brewing Company","Tampa"," FL"
"Shark Tracker Light lager",2338,4.8,11.6666666666667,146,"Light Lager",12,"Cisco Brewers","Nantucket"," MA"
"Pumple Drumkin",1365,6,24.8181818181818,146,"Pumpkin Ale",12,"Cisco Brewers","Nantucket"," MA"
"Grey Lady",1094,4.5,16.2083333333333,146,"Witbier",12,"Cisco Brewers","Nantucket"," MA"
"Summer of Lager",657,6.2,17.9166666666667,146,"Munich Helles Lager",12,"Cisco Brewers","Nantucket"," MA"
"Indie Pale Ale",656,6.5,67.6345514950166,146,"American IPA",12,"Cisco Brewers","Nantucket"," MA"
"Sankaty Light Lager",359,3.8,11.6666666666667,146,"Light Lager",12,"Cisco Brewers","Nantucket"," MA"
"Whale's Tale Pale Ale",56,5.6,31.4,146,"English Pale Ale",12,"Cisco Brewers","Nantucket"," MA"
"Jacaranada Rye IPA",1772,6.7,60,321,"American IPA",16,"Claremont Craft Ales","Claremont"," CA"
"Cascadian Dark Ale",1393,6,75,419,"American Black Ale",12,"Coalition Brewing Company","Portland"," OR"
"Wheat the People",893,4.4,13,419,"American Pale Wheat Ale",16,"Coalition Brewing Company","Portland"," OR"
"Tybee Island Blonde",1407,4.7,17,416,"American Blonde Ale",12,"Coastal Empire Beer Company","Savannah"," GA"
"Savannah Brown Ale",1406,6.2,55,416,"American Brown Ale",12,"Coastal Empire Beer Company","Savannah"," GA"
"Rhode Island Blueberry",2438,4.6,11,102,"Kölsch",12,"Coastal Extreme Brewing Company","Newport"," RI"
"Newport Storm IPA",2437,6.5,75,102,"American IPA",12,"Coastal Extreme Brewing Company","Newport"," RI"
"Hurricane Amber Ale (2004)",751,5.2,24,102,"American Amber / Red Ale",12,"Coastal Extreme Brewing Company","Newport"," RI"
"Hurricane Amber Ale",120,5.2,24,102,"American Amber / Red Ale",12,"Coastal Extreme Brewing Company","Newport"," RI"
"Big Blue Van",2061,5.8,14.2,233,"Fruit / Vegetable Beer",16,"College Street Brewhouse and Pub","Lake Havasu City"," AZ"
"Des Moines IPA",970,6.8,75,483,"American IPA",16,"Confluence Brewing Company","Des Moines"," IA"
"Capital Gold Golden Lager",969,4.8,22,483,"German Pilsener",16,"Confluence Brewing Company","Des Moines"," IA"
"Farmer John's Multi-Grain Ale",968,5.6,21,483,"American Blonde Ale",16,"Confluence Brewing Company","Des Moines"," IA"
"Behemoth",2351,5,23.2857142857143,140,"American Pilsner",12,"Core Brewing & Distilling Company","Springdale"," AR"
"Arkansas Red",1650,5.2,36.2987012987013,140,"American Amber / Red Ale",12,"Core Brewing & Distilling Company","Springdale"," AR"
"Core Oatmeal Stout",1337,5.7,28.0909090909091,140,"Oatmeal Stout",12,"Core Brewing & Distilling Company","Springdale"," AR"
"Core ESB",1336,6.1,45.7142857142857,140,"Extra Special / Strong Bitter (ESB)",12,"Core Brewing & Distilling Company","Springdale"," AR"
"Chester's Beer (2005)",737,3.8,26.75,513,"American Pale Lager",12,"Cottrell Brewing","Pawcatuck"," CT"
"Heiner Brau Kölsch",129,5,21.7777777777778,554,"Kölsch",12,"Covington Brewhouse","Covington"," LA"
"Trigger Blonde Ale",716,4.8,20.983606557377,516,"American Blonde Ale",16,"Crabtree Brewing Company","Greeley"," CO"
"Crabtree Oatmeal Stout",659,7.5,29,516,"Oatmeal Stout",16,"Crabtree Brewing Company","Greeley"," CO"
"Eclipse Black IPA",556,7.7,71,516,"American Black Ale",16,"Crabtree Brewing Company","Greeley"," CO"
"Neomexicanus Native",2538,6,46,64,"American Pale Ale (APA)",12,"Crazy Mountain Brewing Company","Edwards"," CO"
"Old Soul",2355,7.5,25,64,"Belgian Strong Pale Ale",12,"Crazy Mountain Brewing Company","Edwards"," CO"
"Snowcat Coffee Stout",1689,5.9,41.3125,64,"American Stout",12,"Crazy Mountain Brewing Company","Edwards"," CO"
"WinterWonderGrass Festival Ale",1163,5.7,36.2987012987013,64,"American Amber / Red Ale",12,"Crazy Mountain Brewing Company","Edwards"," CO"
"Boohai Red Ale",940,5.7,36.2987012987013,64,"American Amber / Red Ale",12,"Crazy Mountain Brewing Company","Edwards"," CO"
"Lava Lake Wit",685,5.2,15,64,"Witbier",12,"Crazy Mountain Brewing Company","Edwards"," CO"
"Mountain Livin' Pale Ale",613,6,44.9411764705882,64,"American Pale Ale (APA)",12,"Crazy Mountain Brewing Company","Edwards"," CO"
"Crazy Mountain Amber Ale",356,5.2,25,64,"American Amber / Red Ale",12,"Crazy Mountain Brewing Company","Edwards"," CO"
"Tropicalia",2029,6.5,65,248,"American IPA",12,"Creature Comforts","Athens"," GA"
"Athena",2028,4.5,7.8,248,"Berliner Weissbier",12,"Creature Comforts","Athens"," GA"
"Aviator Raspberry Blonde",2293,4.9,25,170,"American Blonde Ale",12,"Crooked Fence Brewing Company","Garden City"," ID"
"3 Picket Porter",1105,5.5,31.9230769230769,170,"American Porter",12,"Crooked Fence Brewing Company","Garden City"," ID"
"Rusty Nail Pale Ale",1104,5.6,44.9411764705882,170,"American Pale Ale (APA)",12,"Crooked Fence Brewing Company","Garden City"," ID"
"Red Water Irish Style Red",2145,6.5,36.2987012987013,213,"American Amber / Red Ale",12,"Crow Peak Brewing Company","Spearfish"," SD"
"Mjöllnir",1804,6.6,22.2,213,"Herbed / Spiced Beer",12,"Crow Peak Brewing Company","Spearfish"," SD"
"Bear Butte Nut Brown Ale",1602,5.5,29.8947368421053,213,"American Brown Ale",12,"Crow Peak Brewing Company","Spearfish"," SD"
"Easy Livin' Summer Ale",1301,4.5,20.983606557377,213,"American Blonde Ale",12,"Crow Peak Brewing Company","Spearfish"," SD"
"Canyon Cream Ale",542,5.5,20.3333333333333,213,"Cream Ale",12,"Crow Peak Brewing Company","Spearfish"," SD"
"Pile O'Dirt Porter",272,6.9,31.9230769230769,213,"American Porter",12,"Crow Peak Brewing Company","Spearfish"," SD"
"11th Hour IPA",271,6,67.6345514950166,213,"American IPA",12,"Crow Peak Brewing Company","Spearfish"," SD"
"South Ridge Amber Ale",1057,6,31,473,"American Amber / Red Ale",16,"Crystal Springs Brewing Company","Boulder"," CO"
"Summertime Ale",681,5.2,23,473,"Kölsch",16,"Crystal Springs Brewing Company","Boulder"," CO"
"Lost River Blonde Ale",1789,4.9,20.983606557377,316,"American Blonde Ale",16,"Cutters Brewing Company","Avon"," IN"
"Monon Wheat",1788,5.4,16.2083333333333,316,"Witbier",16,"Cutters Brewing Company","Avon"," IN"
"Floyd's Folly",1787,8,26.9090909090909,316,"Scottish Ale",16,"Cutters Brewing Company","Avon"," IN"
"Half Court IPA",1786,6.3,67.6345514950166,316,"American IPA",16,"Cutters Brewing Company","Avon"," IN"
"Geary's Pale Ale",1763,4.5,31.4,324,"English Pale Ale",12,"D.L. Geary Brewing Company","Portland"," ME"
"Geary's Summer Ale",1311,6,21.7777777777778,324,"Kölsch",12,"D.L. Geary Brewing Company","Portland"," ME"
"Stone of Arbroath",2078,8,24.2307692307692,228,"Scotch Ale / Wee Heavy",12,"DC Brau Brewing Company","Washington"," DC"
"The Tradition",1809,5,15,228,"American Blonde Ale",12,"DC Brau Brewing Company","Washington"," DC"
"El Hefe Speaks",1263,5.3,11,228,"Hefeweizen",12,"DC Brau Brewing Company","Washington"," DC"
"Penn Quarter Porter",1092,5.5,31.9230769230769,228,"American Porter",12,"DC Brau Brewing Company","Washington"," DC"
