"Name","Beer_ID","ABV","IBU","Brewery_id","Style","Ounces","Brewery Name","City","State"
"Clem's Gold",1530,5.3,26.75,391,"American Pale Lager",16,"Orlison Brewing Company","Airway Heights"," WA"
"Lizzy's Red",1529,5.5,23.25,391,"American Amber / Red Lager",16,"Orlison Brewing Company","Airway Heights"," WA"
"Orlison India Pale Lager",1528,6.7,26.75,391,"American Pale Lager",16,"Orlison Brewing Company","Airway Heights"," WA"
"Brünette",1527,4.2,27,391,"Euro Dark Lager",16,"Orlison Brewing Company","Airway Heights"," WA"
"Havanüther",1526,4.1,11.6666666666667,391,"Light Lager",16,"Orlison Brewing Company","Airway Heights"," WA"
"Lyric Ale",2113,6.5,28.3913043478261,217,"Saison / Farmhouse Ale",12,"Orpheus Brewing","Atlanta"," GA"
"Atalanta",2112,5.3,28.3913043478261,217,"Saison / Farmhouse Ale",12,"Orpheus Brewing","Atlanta"," GA"
"Pinner Throwback IPA",2302,4.9,35,167,"American IPA",12,"Oskar Blues Brewery","Longmont"," CO"
"Centennial State Pale Ale",1883,5.2,44.9411764705882,167,"American Pale Ale (APA)",19.2,"Oskar Blues Brewery","Longmont"," CO"
"Old Chub NITRO",1859,8,24.2307692307692,167,"Scotch Ale / Wee Heavy",16,"Oskar Blues Brewery","Longmont"," CO"
"Icey.P.A.",1752,6.5,67.6345514950166,167,"American IPA",16,"Oskar Blues Brewery","Longmont"," CO"
"One Nut Brown",1751,5,23.2,167,"English Brown Ale",12,"Oskar Blues Brewery","Longmont"," CO"
"Birth IPA",1750,6.5,67.6345514950166,167,"American IPA",12,"Oskar Blues Brewery","Longmont"," CO"
"Dale's Pale Ale",1444,6.5,65,167,"American Pale Ale (APA)",12,"Oskar Blues Brewery","Longmont"," CO"
"Dale's Pale Ale",1252,6.5,65,167,"American Pale Ale (APA)",12,"Oskar Blues Brewery","Longmont"," CO"
"Mama's Little Yella Pils",1167,5.3,35,167,"Czech Pilsener",19.2,"Oskar Blues Brewery","Longmont"," CO"
"oSKAr the G'Rauch",993,8.5,67.6345514950166,167,"American IPA",19.2,"Oskar Blues Brewery","Longmont"," CO"
"oSKAr the G'Rauch",992,8.5,67.6345514950166,167,"American IPA",16,"Oskar Blues Brewery","Longmont"," CO"
"Dale's Pale Ale",955,6.5,65,167,"American Pale Ale (APA)",19.2,"Oskar Blues Brewery","Longmont"," CO"
"The Deuce",933,7,29.8947368421053,167,"American Brown Ale",16,"Oskar Blues Brewery","Longmont"," CO"
"Dale's Pale Ale (10 Year Anniversary)",892,6.5,65,167,"American Pale Ale (APA)",12,"Oskar Blues Brewery","Longmont"," CO"
"Dale's Pale Ale (2012)",828,6.5,65,167,"American Pale Ale (APA)",12,"Oskar Blues Brewery","Longmont"," CO"
"Gordon Imperial Red (2010)",806,8.7,85,167,"American Double / Imperial IPA",12,"Oskar Blues Brewery","Longmont"," CO"
"Dale's Pale Ale (2011)",755,6.5,65,167,"American Pale Ale (APA)",12,"Oskar Blues Brewery","Longmont"," CO"
